row, course, years_open, diss_doce_year, tese_doce_year, peri_doce_year, weight_a1, weight_a2, weight_b1, weight_b2, weight_b3, weight_b4, weight_b5, weight_c, weight_nc, qual_doce_year, conf_doce_year, livr_doce_year, capi_doce_year,arti_doce_year,has_phd,is_academic,level
108,arquitetura_urbanismo,16.0,0.1875,0.0,0.125,0.0,3.75,10.2,0.9,3.6,0.5,0.5,0.21,0.2,0.0,1.1875,0.0,0.0,0.0,true,true,quatro
109,arquitetura_urbanismo,8.0,0.0,0.0,0.125,0.0,0.75,3.0,0.0,0.6,0.75,0.2,0.0,0.06,0.0,0.375,0.0,0.0,0.0,false,true,tres
110,arquitetura_urbanismo,8.0,0.0,0.0,0.125,0.9,0.0,1.2,0.0,0.0,0.5,0.8,0.0,0.01,0.0,0.5,0.0,0.0,0.0,false,true,tres
111,arquitetura_urbanismo,9.0,0.111111111111,0.0,0.111111111111,0.9,0.0,0.6,0.45,0.3,1.5,0.3,0.07,0.12,0.0,2.0,0.0,0.0,0.0,false,true,tres
112,arquitetura_urbanismo,11.0,0.181818181818,0.0,0.0,0.0,0.75,0.0,0.9,0.3,0.0,0.4,0.14,0.03,0.0,0.454545454545,0.0,0.0,0.0,false,true,tres
113,arquitetura_urbanismo,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6,0.25,0.1,0.0,0.05,0.0,0.75,0.0,0.0,0.0,false,true,tres
114,arquitetura_urbanismo,11.0,0.0909090909091,0.0,0.272727272727,0.0,0.0,4.8,0.45,0.0,2.25,1.9,0.0,0.04,0.0,0.272727272727,0.0,0.0,0.0,false,true,tres
115,artes_musica,20.0,0.1,0.05,0.1,0.0,25.5,1.2,1.8,0.9,1.5,0.2,0.21,0.02,0.0,0.25,0.0,0.05,0.0,true,true,seis
116,artes_musica,10.0,0.2,0.1,0.1,0.9,15.0,1.2,0.0,0.3,0.0,1.5,0.35,0.2,0.0,0.3,0.0,0.0,0.0,true,true,seis
117,artes_musica,20.0,0.15,0.05,0.05,0.0,5.25,1.2,0.9,1.5,1.75,0.7,0.07,0.74,0.0,0.1,0.0,0.0,0.0,true,true,cinco
118,artes_musica,20.0,0.05,0.05,0.3,1.8,1.5,20.4,0.45,2.7,0.5,6.4,0.0,0.08,0.0,0.15,0.0,0.0,0.0,true,true,cinco
119,artes_musica,10.0,0.2,0.0,0.1,0.0,18.0,0.6,3.15,0.0,0.5,0.3,0.21,0.06,0.0,0.1,0.0,0.1,0.0,true,true,cinco
120,artes_musica,20.0,0.1,0.0,0.15,0.0,0.0,0.6,1.35,3.0,0.0,3.7,0.07,0.03,0.0,0.2,0.0,0.0,0.0,false,true,quatro
121,artes_musica,20.0,0.1,0.05,0.0,0.0,0.75,1.2,0.0,2.4,0.25,0.0,0.07,0.0,0.0,0.2,0.0,0.0,0.0,true,true,quatro
122,artes_musica,13.0,0.307692307692,0.0,0.0769230769231,0.0,0.0,0.0,4.95,0.0,0.75,0.6,0.49,0.03,0.0,1.46153846154,0.0,0.0,0.0769230769231,false,true,quatro
123,artes_musica,17.0,0.176470588235,0.0,0.0588235294118,0.0,6.0,4.8,0.45,0.9,0.0,0.5,0.28,0.12,0.0,0.176470588235,0.0,0.0,0.0,false,true,quatro
124,artes_musica,12.0,0.0833333333333,0.0,0.0,0.0,0.75,5.4,0.0,0.0,0.0,0.4,0.0,0.03,0.0,0.166666666667,0.0,0.0,0.0,false,true,quatro
125,artes_musica,10.0,0.2,0.0,0.2,1.8,1.5,1.8,0.9,2.1,0.0,1.1,0.07,0.07,0.0,1.0,0.0,0.0,0.0,false,true,quatro
126,artes_musica,20.0,0.05,0.0,0.0,0.9,0.75,0.0,0.45,0.0,0.5,0.3,0.0,0.04,0.0,0.2,0.0,0.0,0.0,true,true,quatro
127,artes_musica,20.0,0.2,0.0,0.0,0.9,0.0,0.6,0.45,0.9,1.5,0.4,0.35,0.06,0.0,0.15,0.0,0.0,0.0,false,true,quatro
128,artes_musica,14.0,0.285714285714,0.0,0.142857142857,0.0,3.0,4.8,0.9,0.3,0.25,0.8,0.07,0.04,0.0,0.428571428571,0.0,0.0,0.0,true,true,quatro
129,artes_musica,9.0,0.111111111111,0.0,0.0,0.9,0.75,5.4,0.45,2.1,0.25,0.3,0.07,0.06,0.0,0.222222222222,0.0,0.0,0.0,true,true,quatro
130,artes_musica,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.1,0.07,0.03,0.0,0.8,0.0,0.0,0.0,false,true,tres
131,artes_musica,20.0,0.1,0.0,0.1,0.0,4.5,0.6,1.35,0.6,4.0,1.8,0.35,0.07,0.0,0.1,0.0,0.0,0.0,false,true,tres
132,artes_musica,20.0,0.05,0.0,0.0,0.0,0.0,0.0,1.35,0.3,0.25,0.2,0.56,0.01,0.0,0.25,0.0,0.0,0.0,false,true,tres
133,artes_musica,7.0,0.0,0.0,0.0,0.0,0.0,0.6,0.45,0.3,0.25,0.0,0.0,0.01,0.0,0.142857142857,0.0,0.0,0.0,false,true,tres
134,artes_musica,9.0,0.222222222222,0.0,0.222222222222,0.0,0.75,0.0,1.8,0.0,0.25,1.0,0.0,0.03,0.0,0.555555555556,0.0,0.0,0.0,false,true,tres
135,artes_musica,20.0,0.1,0.0,0.0,0.0,0.75,0.0,0.45,0.9,0.0,0.2,0.07,0.04,0.0,0.1,0.0,0.0,0.0,false,true,tres
136,artes_musica,8.0,0.0,0.0,0.125,0.0,0.0,0.0,0.45,0.6,0.0,1.1,0.0,0.0,0.0,0.125,0.0,0.0,0.0,false,true,tres
138,artes_musica,7.0,0.0,0.0,0.0,0.0,0.0,0.6,0.45,0.0,1.5,0.1,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.0,false,true,tres
139,artes_musica,12.0,0.0833333333333,0.0,0.0833333333333,0.9,0.0,2.4,0.0,2.1,0.0,0.1,0.0,0.02,0.0,0.666666666667,0.0,0.0,0.0,false,true,tres
140,biologicas_i,20.0,0.05,0.1,0.65,47.7,38.25,54.6,14.85,15.6,5.0,1.5,0.0,0.26,0.0,0.0,0.1,0.1,0.05,true,true,sete
141,biologicas_i,20.0,0.1,0.1,0.4,28.8,32.25,49.8,11.7,4.5,2.0,0.5,0.0,0.05,0.0,0.0,0.05,0.05,0.05,true,true,seis
142,biologicas_i,14.0,0.0,0.0714285714286,0.642857142857,30.6,23.25,25.8,5.4,9.0,0.75,0.7,0.0,0.11,0.0,0.0714285714286,0.142857142857,0.0714285714286,0.0,true,true,seis
143,biologicas_i,18.0,0.111111111111,0.0,0.666666666667,30.6,26.25,36.0,12.6,11.1,2.5,2.8,0.0,0.06,0.0,0.0555555555556,0.0555555555556,0.0555555555556,0.0555555555556,true,true,seis
